sos_id,AVAPPDATE,AVAPPTYPE,AVRECVDATE,AVSENTDATE,PARTYAFFIL,PHONE
OH0025522684,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016694170,8/16/2020,PROBLEM,/  /,/  /,---,
OH0018531752,8/10/2020,PROBLEM,/  /,/  /,---,
OH0025584287,8/5/2020,PROBLEM,/  /,/  /,---,
OH0019164487,8/16/2020,PROBLEM,/  /,/  /,---,
OH0023225059,8/13/2020,PROBLEM,/  /,/  /,DEM,
OH0019563160,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016695441,8/21/2020,PROBLEM,/  /,/  /,---,
OH0019653880,8/17/2020,PROBLEM,/  /,/  /,---,
OH0022473119,8/12/2020,PROBLEM,/  /,/  /,---,
OH0024760576,8/12/2020,PROBLEM,/  /,/  /,---,
OH0023686819,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016697084,8/21/2020,PROBLEM,/  /,/  /,---,
OH0021161072,4/30/2020,PROBLEM,/  /,/  /,---,
OH0022663408,8/11/2020,PROBLEM,/  /,/  /,---,
OH0024253178,8/13/2020,PROBLEM,/  /,/  /,---,
OH0024950932,8/10/2020,PROBLEM,/  /,/  /,---,
OH0016697581,8/14/2020,PROBLEM,/  /,/  /,---,
OH0018300851,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016764154,8/17/2020,PROBLEM,/  /,/  /,---,
OH0025265624,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016699146,4/6/2020,PROBLEM,/  /,/  /,---,
OH0021663411,8/21/2020,PROBLEM,/  /,/  /,---,
OH0022904912,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024445916,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016774648,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016764539,8/19/2020,PROBLEM,/  /,/  /,---,
OH0024027632,8/19/2020,PROBLEM,/  /,/  /,---,
OH0023778804,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0023778805,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0021760275,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016699984,8/23/2020,PROBLEM,/  /,/  /,REP,
OH0016699985,8/23/2020,PROBLEM,/  /,/  /,REP,
OH0024693145,8/24/2020,PROBLEM,/  /,/  /,---,
OH0023072999,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016700647,8/16/2020,PROBLEM,/  /,/  /,DEM,
OH0024658565,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016701204,8/13/2020,PROBLEM,/  /,/  /,---,
OH0016701242,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016701355,8/19/2020,PROBLEM,/  /,/  /,---,
OH0024632884,8/10/2020,PROBLEM,/  /,/  /,---,
OH0024768905,8/14/2020,PROBLEM,/  /,/  /,---,
OH0025035988,8/12/2020,PROBLEM,/  /,/  /,---,
OH0023912780,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016701743,8/19/2020,PROBLEM,/  /,/  /,NON,
OH0016701746,8/19/2020,PROBLEM,/  /,/  /,DEM,
OH0024733378,8/12/2020,PROBLEM,/  /,/  /,---,
OH0025125738,4/1/2020,PROBLEM,/  /,/  /,---,
OH0018306313,8/19/2020,PROBLEM,/  /,/  /,---,
OH0021067648,8/14/2020,PROBLEM,/  /,/  /,---,
OH0025491032,8/12/2020,PROBLEM,/  /,/  /,DEM,
OH0022639443,8/13/2020,PROBLEM,/  /,/  /,---,
OH0016702912,8/14/2020,PROBLEM,/  /,/  /,DEM,
OH0025379048,8/21/2020,PROBLEM,/  /,/  /,---,
OH0025380527,8/16/2020,PROBLEM,/  /,/  /,---,
OH0021663434,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016703168,8/12/2020,PROBLEM,/  /,/  /,---,
OH0025490851,8/24/2020,PROBLEM,/  /,/  /,REP,
OH0020892540,/  /,PROBLEM,/  /,/  /,---,
OH0021614091,8/10/2020,PROBLEM,/  /,/  /,---,
OH0022621333,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016704360,8/24/2020,PROBLEM,/  /,/  /,---,
OH0022194000,8/24/2020,PROBLEM,/  /,/  /,---,
OH0021826542,8/12/2020,PROBLEM,/  /,/  /,---,
OH0024373403,8/13/2020,PROBLEM,/  /,/  /,---,
OH0016704701,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0016765586,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016765602,8/13/2020,PROBLEM,/  /,/  /,---,
OH0022186599,8/12/2020,PROBLEM,/  /,/  /,DEM,
OH0025168623,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016705494,8/14/2020,PROBLEM,/  /,/  /,---,
OH0018958769,8/12/2020,PROBLEM,/  /,/  /,---,
OH0025491845,8/23/2020,PROBLEM,/  /,/  /,DEM,
OH0022783860,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023535252,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024644784,8/21/2020,PROBLEM,/  /,/  /,---,
OH0021165635,8/18/2020,PROBLEM,/  /,/  /,---,
OH0016706599,8/12/2020,PROBLEM,/  /,/  /,---,
OH0018053714,8/21/2020,PROBLEM,/  /,/  /,---,
OH0022374790,8/10/2020,PROBLEM,/  /,/  /,---,
OH0016742595,8/14/2020,PROBLEM,/  /,/  /,---,
OH0018602527,6/10/2020,PROBLEM,/  /,/  /,---,
OH0024574259,4/18/2020,PROBLEM,/  /,/  /,---,
OH0016706883,4/6/2020,PROBLEM,/  /,/  /,---,
OH0020410590,8/11/2020,PROBLEM,/  /,/  /,DEM,
OH0025293343,8/17/2020,PROBLEM,/  /,/  /,---,
OH0024613049,8/24/2020,PROBLEM,/  /,/  /,---,
OH0016766196,8/24/2020,PROBLEM,/  /,/  /,---,
OH0016775562,8/14/2020,PROBLEM,/  /,/  /,---,
OH0022946013,8/16/2020,PROBLEM,/  /,/  /,DEM,
OH0016708171,4/11/2020,PROBLEM,/  /,/  /,REP,
OH0016708793,8/19/2020,PROBLEM,/  /,/  /,---,
OH0023747192,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016709055,2/16/2020,PROBLEM,/  /,/  /,---,
OH0023236463,8/21/2020,PROBLEM,/  /,/  /,---,
OH0020363503,8/12/2020,PROBLEM,/  /,/  /,---,
OH0025177675,8/24/2020,PROBLEM,/  /,/  /,---,
OH0016709653,3/30/2020,PROBLEM,/  /,/  /,REP,
OH0022878345,8/12/2020,PROBLEM,/  /,/  /,---,
OH0019164678,8/19/2020,PROBLEM,/  /,/  /,---,
OH0024725278,8/16/2020,PROBLEM,/  /,/  /,---,
OH0016710360,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016711129,3/2/2020,PROBLEM,/  /,/  /,REP,
OH0024480017,8/18/2020,PROBLEM,/  /,/  /,---,
OH0018657311,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024290590,8/17/2020,PROBLEM,/  /,/  /,---,
OH0022104970,8/10/2020,PROBLEM,/  /,/  /,---,
OH0021828790,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0016712123,8/17/2020,PROBLEM,/  /,/  /,---,
OH0025491763,8/16/2020,PROBLEM,/  /,/  /,NON,
OH0024033471,8/19/2020,PROBLEM,/  /,/  /,NON,
OH0016742677,8/21/2020,PROBLEM,/  /,/  /,---,
OH0019207986,8/20/2020,PROBLEM,/  /,/  /,---,
OH0024384785,8/14/2020,PROBLEM,/  /,/  /,---,
OH0024917095,8/13/2020,PROBLEM,/  /,/  /,---,
OH0018612730,8/14/2020,PROBLEM,/  /,/  /,DEM,
OH0019344632,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024547152,8/12/2020,PROBLEM,/  /,/  /,DEM,
OH0023495536,4/17/2020,PROBLEM,/  /,/  /,DEM,
OH0025245610,8/21/2020,PROBLEM,/  /,/  /,---,
OH0019344650,8/21/2020,PROBLEM,/  /,/  /,---,
OH0018306444,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016714601,8/14/2020,PROBLEM,/  /,/  /,---,
OH0019210542,8/12/2020,PROBLEM,/  /,/  /,---,
OH0022787883,8/12/2020,PROBLEM,/  /,/  /,---,
OH0022080518,8/12/2020,PROBLEM,/  /,/  /,DEM,
OH0023950969,8/13/2020,PROBLEM,/  /,/  /,---,
OH0019399484,8/13/2020,PROBLEM,/  /,/  /,---,
OH0016768062,8/13/2020,PROBLEM,/  /,/  /,---,
OH0025208019,8/12/2020,PROBLEM,/  /,/  /,---,
OH0022945796,8/10/2020,PROBLEM,/  /,/  /,---,
OH0024742234,8/24/2020,PROBLEM,/  /,/  /,---,
OH0024690171,8/16/2020,PROBLEM,/  /,/  /,---,
OH0025183597,8/19/2020,PROBLEM,/  /,/  /,---,
OH0021215378,8/11/2020,PROBLEM,/  /,/  /,DEM,
OH0022398867,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016768396,8/23/2020,PROBLEM,/  /,/  /,---,
OH0016717722,8/14/2020,PROBLEM,/  /,/  /,---,
OH0024768941,8/21/2020,PROBLEM,/  /,/  /,---,
OH0025490995,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0016768468,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016718155,8/13/2020,PROBLEM,/  /,/  /,---,
OH0025445631,8/24/2020,PROBLEM,/  /,/  /,---,
OH0023551276,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016719690,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016719783,8/12/2020,PROBLEM,/  /,/  /,---,
OH0025083918,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016707580,8/17/2020,PROBLEM,/  /,/  /,REP,
OH0016721482,8/19/2020,PROBLEM,/  /,/  /,---,
OH0021610841,8/19/2020,PROBLEM,/  /,/  /,---,
OH0016721715,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016721946,8/16/2020,PROBLEM,/  /,/  /,---,
OH0024916942,8/19/2020,PROBLEM,/  /,/  /,---,
OH0016722370,8/12/2020,PROBLEM,/  /,/  /,DEM,
OH0024301106,4/10/2020,PROBLEM,/  /,/  /,---,
OH0020976376,8/14/2020,PROBLEM,/  /,/  /,DEM,
OH0022288313,8/21/2020,PROBLEM,/  /,/  /,---,
OH0019056588,8/21/2020,PROBLEM,/  /,/  /,---,
OH0019984919,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023466351,8/13/2020,PROBLEM,/  /,/  /,---,
OH0021486068,8/24/2020,PROBLEM,/  /,/  /,---,
OH0021790174,8/12/2020,PROBLEM,/  /,/  /,---,
OH0024989736,8/19/2020,PROBLEM,/  /,/  /,---,
OH0018544879,8/23/2020,PROBLEM,/  /,/  /,---,
OH0022483699,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024571399,8/4/2020,PROBLEM,/  /,/  /,REP,
OH0024170969,8/12/2020,PROBLEM,/  /,/  /,DEM,
OH0016723395,8/13/2020,PROBLEM,/  /,/  /,---,
OH0023704191,7/6/2020,PROBLEM,/  /,/  /,DEM,
OH0016723549,8/12/2020,PROBLEM,/  /,/  /,---,
OH0020128327,8/12/2020,PROBLEM,/  /,/  /,---,
OH0023841387,8/13/2020,PROBLEM,/  /,/  /,DEM,
OH0016646032,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023444821,7/24/2020,PROBLEM,/  /,/  /,---,
OH0025478496,8/21/2020,PROBLEM,/  /,/  /,DEM,
OH0016724800,8/16/2020,PROBLEM,/  /,/  /,---,
OH0024736031,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0021130713,8/19/2020,PROBLEM,/  /,/  /,---,
OH0021130710,8/17/2020,PROBLEM,/  /,/  /,---,
OH0019685486,8/24/2020,PROBLEM,/  /,/  /,---,
OH0023815060,8/13/2020,PROBLEM,/  /,/  /,DEM,
OH0023876060,8/19/2020,PROBLEM,/  /,/  /,---,
OH0025127511,8/11/2020,PROBLEM,/  /,/  /,---,
OH0024759849,8/14/2020,PROBLEM,/  /,/  /,---,
OH0021163929,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016727143,8/23/2020,PROBLEM,/  /,/  /,---,
OH0024307581,8/10/2020,PROBLEM,/  /,/  /,---,
OH0016727525,8/16/2020,PROBLEM,/  /,/  /,DEM,
OH0023212998,8/17/2020,PROBLEM,/  /,/  /,REP,
OH0024824094,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023593932,8/14/2020,PROBLEM,/  /,/  /,---,
OH0023907948,8/21/2020,PROBLEM,/  /,/  /,DEM,
OH0021219352,7/1/2020,PROBLEM,/  /,/  /,DEM,
OH0024143379,5/14/2020,PROBLEM,/  /,/  /,REP,
OH0021745833,8/11/2020,PROBLEM,/  /,/  /,DEM,
OH0021092051,8/14/2020,PROBLEM,/  /,/  /,---,
OH0021323762,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016728570,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016704534,8/21/2020,PROBLEM,/  /,/  /,---,
OH0025333397,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024748276,8/13/2020,PROBLEM,/  /,/  /,---,
OH0022863344,8/20/2020,PROBLEM,/  /,/  /,NON,
OH0016729554,8/23/2020,PROBLEM,/  /,/  /,---,
OH0016729908,8/14/2020,PROBLEM,/  /,/  /,---,
OH0021013173,8/23/2020,PROBLEM,/  /,/  /,NON,
OH0016770773,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023594353,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024043413,4/28/2020,PROBLEM,/  /,/  /,---,
OH0018056942,8/17/2020,PROBLEM,/  /,/  /,---,
OH0024698986,8/14/2020,PROBLEM,/  /,/  /,---,
OH0023391551,8/16/2020,PROBLEM,/  /,/  /,---,
OH0023181767,8/14/2020,PROBLEM,/  /,/  /,---,
OH0023644514,8/24/2020,PROBLEM,/  /,/  /,---,
OH0016731104,8/23/2020,PROBLEM,/  /,/  /,---,
OH0016731126,8/4/2020,PROBLEM,/  /,/  /,REP,
OH0023673756,8/13/2020,PROBLEM,/  /,/  /,---,
OH0025297227,8/19/2020,PROBLEM,/  /,/  /,---,
OH0025478539,8/23/2020,PROBLEM,/  /,/  /,---,
OH0025642539,7/17/2020,PROBLEM,/  /,/  /,---,
OH0022855225,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016732291,8/13/2020,PROBLEM,/  /,/  /,---,
OH0025168053,8/24/2020,PROBLEM,/  /,/  /,---,
OH0022122500,3/2/2020,PROBLEM,/  /,/  /,---,
OH0016771165,8/19/2020,PROBLEM,/  /,/  /,---,
OH0018879034,8/12/2020,PROBLEM,/  /,/  /,---,
OH0025438500,8/10/2020,PROBLEM,/  /,/  /,---,
OH0024957861,8/13/2020,PROBLEM,/  /,/  /,---,
OH0022520121,8/13/2020,PROBLEM,/  /,/  /,---,
OH0025023280,8/10/2020,PROBLEM,/  /,/  /,---,
OH0020409879,8/21/2020,PROBLEM,/  /,/  /,---,
OH0020107552,8/21/2020,PROBLEM,/  /,/  /,---,
OH0025507034,8/10/2020,PROBLEM,/  /,/  /,---,
OH0024345679,8/10/2020,PROBLEM,/  /,/  /,---,
OH0016733850,8/24/2020,PROBLEM,/  /,/  /,---,
OH0021426684,8/21/2020,PROBLEM,/  /,/  /,---,
OH0025008920,4/21/2020,PROBLEM,/  /,/  /,REP,
OH0024629029,8/21/2020,PROBLEM,/  /,/  /,---,
OH0025306533,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0016735868,8/23/2020,PROBLEM,/  /,/  /,REP,
OH0016736284,8/17/2020,PROBLEM,/  /,/  /,DEM,
OH0019881562,8/11/2020,PROBLEM,/  /,/  /,---,
OH0019881543,8/10/2020,PROBLEM,/  /,/  /,---,
OH0021105782,8/24/2020,PROBLEM,/  /,/  /,---,
OH0019159736,8/14/2020,PROBLEM,/  /,/  /,---,
OH0024159135,8/10/2020,PROBLEM,/  /,/  /,---,
OH0023974538,8/23/2020,PROBLEM,/  /,/  /,---,
OH0022871148,2/20/2020,PROBLEM,/  /,/  /,REP,
OH0021341314,8/13/2020,PROBLEM,/  /,/  /,---,
OH0019838535,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016772159,8/12/2020,PROBLEM,/  /,/  /,DEM,
OH0016772205,8/24/2020,PROBLEM,/  /,/  /,REP,
OH0024304600,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023173201,8/19/2020,PROBLEM,/  /,/  /,---,
OH0018177672,4/25/2020,PROBLEM,/  /,/  /,REP,
OH0016772484,8/14/2020,PROBLEM,/  /,/  /,---,
OH0022974911,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016740334,8/14/2020,PROBLEM,/  /,/  /,---,
OH0022458850,4/9/2020,PROBLEM,/  /,/  /,DEM,
OH0016740560,8/19/2020,PROBLEM,/  /,/  /,---,
OH0023333514,8/13/2020,PROBLEM,/  /,/  /,---,
OH0016741750,8/19/2020,PROBLEM,/  /,/  /,---,
OH0019995938,8/17/2020,PROBLEM,/  /,/  /,---,
OH0023627390,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016743522,8/4/2020,PROBLEM,/  /,/  /,---,
OH0016743242,8/4/2020,PROBLEM,/  /,/  /,---,
OH0016743632,8/19/2020,PROBLEM,/  /,/  /,---,
OH0023928475,8/20/2020,PROBLEM,/  /,/  /,---,
OH0016743829,8/16/2020,PROBLEM,/  /,/  /,---,
OH0016744071,8/13/2020,PROBLEM,/  /,/  /,---,
OH0023073011,8/19/2020,PROBLEM,/  /,/  /,---,
OH0024612303,8/10/2020,PROBLEM,/  /,/  /,---,
OH0022919190,8/21/2020,PROBLEM,/  /,/  /,---,
OH0025245856,8/10/2020,PROBLEM,/  /,/  /,---,
OH0016745644,8/19/2020,PROBLEM,/  /,/  /,---,
OH0016745724,4/16/2020,PROBLEM,/  /,/  /,REP,
OH0019106758,8/24/2020,PROBLEM,/  /,/  /,---,
OH0023829477,8/10/2020,PROBLEM,/  /,/  /,REP,
OH0016746658,8/24/2020,PROBLEM,/  /,/  /,---,
OH0016746674,8/17/2020,PROBLEM,/  /,/  /,---,
OH0023119580,4/8/2020,PROBLEM,/  /,/  /,REP,
OH0024301122,2/26/2020,PROBLEM,/  /,/  /,REP,
OH0016746999,8/23/2020,PROBLEM,/  /,/  /,---,
OH0021618444,8/10/2020,PROBLEM,/  /,/  /,---,
OH0023358318,8/14/2020,PROBLEM,/  /,/  /,---,
OH0022545275,8/21/2020,PROBLEM,/  /,/  /,DEM,
OH0016747524,4/18/2020,PROBLEM,/  /,/  /,REP,
OH0024183066,8/17/2020,PROBLEM,/  /,/  /,REP,
OH0023318944,8/12/2020,PROBLEM,/  /,/  /,---,
OH0016747739,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016748569,8/21/2020,PROBLEM,/  /,/  /,REP,
OH0020003514,8/20/2020,PROBLEM,/  /,/  /,NON,
OH0022599987,8/21/2020,PROBLEM,/  /,/  /,DEM,
OH0022600091,8/23/2020,PROBLEM,/  /,/  /,DEM,
OH0016748888,8/12/2020,PROBLEM,/  /,/  /,---,
OH0019573404,8/17/2020,PROBLEM,/  /,/  /,---,
OH0024236508,8/21/2020,PROBLEM,/  /,/  /,---,
OH0024653897,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016774109,8/12/2020,PROBLEM,/  /,/  /,---,
OH0025462309,8/12/2020,PROBLEM,/  /,/  /,---,
OH0021058807,8/13/2020,PROBLEM,/  /,/  /,---,
OH0018165580,8/21/2020,PROBLEM,/  /,/  /,---,
OH0016751328,8/12/2020,PROBLEM,/  /,/  /,---,
OH0018165388,8/14/2020,PROBLEM,/  /,/  /,---,
OH0025172877,8/20/2020,PROBLEM,/  /,/  /,---,
OH0025491800,8/14/2020,PROBLEM,/  /,/  /,REP,
OH0023920703,8/20/2020,PROBLEM,/  /,/  /,---,
OH0023805445,8/20/2020,PROBLEM,/  /,/  /,---,
OH0024464043,8/14/2020,PROBLEM,/  /,/  /,---,
OH0016751449,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016751608,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023614580,8/17/2020,PROBLEM,/  /,/  /,---,
OH0016751934,8/21/2020,PROBLEM,/  /,/  /,---,
OH0023478263,8/21/2020,PROBLEM,/  /,/  /,---,
OH0018828758,8/19/2020,PROBLEM,/  /,/  /,---,
OH0025026793,8/14/2020,PROBLEM,/  /,/  /,---,
OH0022876333,8/23/2020,PROBLEM,/  /,/  /,---,
OH0024755716,8/21/2020,PROBLEM,/  /,/  /,---,
OH0022885246,7/29/2020,PROBLEM,/  /,/  /,NON,
OH0018244258,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0018223558,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0018223590,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0018223560,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0018217966,8/19/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018218081,8/19/2020,WITHDRAWN,/  /,/  /,DEM,
OH0020866693,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0018221525,8/20/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018221526,8/10/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018211574,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018231154,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0018240183,4/29/2020,WITHDRAWN,/  /,/  /,REP,
OH0018245556,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0018213443,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0018213425,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0018252426,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0018239199,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0022261180,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0022261181,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0018237433,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0018237437,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0018214833,8/17/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018215108,8/17/2020,WITHDRAWN,/  /,/  /,DEM,
OH0020411397,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018251775,8/14/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018237994,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018222719,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0018230669,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018216932,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018217416,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018217469,8/24/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018241823,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0018241851,8/14/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018238800,8/24/2020,WITHDRAWN,/  /,/  /,REP,
OH0024341970,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0018228239,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018228369,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018251732,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018236148,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0018235343,8/10/2020,WITHDRAWN,/  /,/  /,DEM,
OH0021798519,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0018238269,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0018234314,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0022024448,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018239251,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018228701,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0018245252,8/21/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018212594,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0025011280,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018252090,8/10/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018230369,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018230386,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018239325,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0018249648,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0019505463,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018231463,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0018231450,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0018228336,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0019948933,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0023048116,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018228797,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018211549,8/14/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018232863,8/17/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018215570,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0022135969,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0025141455,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0025516960,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018219517,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018241862,8/3/2020,WITHDRAWN,/  /,/  /,REP,
OH0018247998,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018249067,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0018249598,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018236664,8/12/2020,WITHDRAWN,/  /,/  /,DEM,
OH0019946508,8/12/2020,WITHDRAWN,/  /,/  /,DEM,
OH0018225822,8/21/2020,WITHDRAWN,/  /,/  /,DEM,
OH0024423583,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018250892,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0020078929,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018250939,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0018252642,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0023610454,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0024447267,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018216517,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0022829254,8/17/2020,WITHDRAWN,/  /,/  /,DEM,
OH0023448751,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0019946643,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0018227473,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0018221554,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0025406036,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0018214108,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0018214110,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0024608089,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0018222927,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0025154969,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0018223956,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018228961,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0023617436,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0021513558,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0022405899,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0021823291,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0018222220,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0018233950,8/24/2020,WITHDRAWN,/  /,/  /,DEM,
OH0024607874,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018219164,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0018233858,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0019120468,8/17/2020,WITHDRAWN,/  /,/  /,---,
